STATION,NAME,DATE,AWND,PRCP,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WSF2,WSF5
USC00081306,"CAPE FLORIDA, FL US",10/30/22,,0.27,82.5,88,77,79,,156,,
USC00081306,"CAPE FLORIDA, FL US",10/31/22,,0.31,83,89,77,79,,196,,
USC00081306,"CAPE FLORIDA, FL US",11/01/22,,0,83.5,88,79,82,,109,,
USC00081306,"CAPE FLORIDA, FL US",11/02/22,,0,85.5,89,82,82,,322,,
USC00081306,"CAPE FLORIDA, FL US",11/03/22,,0.8,82.5,89,76,79,,223,,
USC00081306,"CAPE FLORIDA, FL US",11/04/22,,0,81,88,74,74,,85,,
USC00081306,"CAPE FLORIDA, FL US",11/05/22,,0,80.5,87,74,80,,68,,
USC00081306,"CAPE FLORIDA, FL US",11/06/22,,0.04,82,86,78,83,,234,,
USC00081306,"CAPE FLORIDA, FL US",11/07/22,,0.05,83.5,88,79,81,,308,,
USC00081306,"CAPE FLORIDA, FL US",11/08/22,,0.2,80.5,87,74,75,,331,,
USC00081306,"CAPE FLORIDA, FL US",11/09/22,,1.58,79,86,72,74,,349,,
USC00081306,"CAPE FLORIDA, FL US",11/10/22,,1.15,76.5,79,74,76,,357,,
USC00081306,"CAPE FLORIDA, FL US",11/11/22,,0,79,85,73,76,,343,,
USC00081306,"CAPE FLORIDA, FL US",11/12/22,,0.01,80,88,72,75,,141,,
USC00081306,"CAPE FLORIDA, FL US",11/13/22,,0,79,87,71,74,,282,,
USC00081306,"CAPE FLORIDA, FL US",11/14/22,,0,79,87,71,76,,303,,
USC00081306,"CAPE FLORIDA, FL US",11/15/22,,0,81.5,87,76,81,,253,,
USC00081306,"CAPE FLORIDA, FL US",11/16/22,,0,79,87,71,76,,208,,
USC00081306,"CAPE FLORIDA, FL US",11/17/22,,0,81,88,74,74,,251,,
USC00081306,"CAPE FLORIDA, FL US",11/18/22,,0,75,83,67,70,,15,,
USC00081306,"CAPE FLORIDA, FL US",11/19/22,,0,76,82,70,78,,277,,
USC00081306,"CAPE FLORIDA, FL US",11/20/22,,0.66,79,83,75,77,,144,,
USC00081306,"CAPE FLORIDA, FL US",11/21/22,,5.83,75,78,72,76,,227,,
USC00081306,"CAPE FLORIDA, FL US",11/22/22,,0.26,78,80,76,79,,204,,
USC00081306,"CAPE FLORIDA, FL US",11/23/22,,0.01,79.5,87,72,76,,197,,
USC00081306,"CAPE FLORIDA, FL US",11/24/22,,0,79.5,84,75,81,,189,,
USC00081306,"CAPE FLORIDA, FL US",11/25/22,,0,83,87,79,81,,172,,
USC00081306,"CAPE FLORIDA, FL US",11/26/22,,0,81,89,73,75,,93,,
USC00081306,"CAPE FLORIDA, FL US",11/27/22,,0,80.5,86,75,81,,40,,
USC00081306,"CAPE FLORIDA, FL US",11/28/22,,0.02,82,89,75,77,,97,,
USC00081306,"CAPE FLORIDA, FL US",11/29/22,,0,82,87,77,80,,3,,
USC00081306,"CAPE FLORIDA, FL US",11/30/22,,0.01,82.5,86,79,81,,155,,
USC00081306,"CAPE FLORIDA, FL US",12/01/22,,0,80.5,87,74,76,,272,,
USC00081306,"CAPE FLORIDA, FL US",12/02/22,,0.34,80,84,76,78,,166,,
USC00081306,"CAPE FLORIDA, FL US",12/03/22,,0,80,83,77,78,,119,,
USC00081306,"CAPE FLORIDA, FL US",12/04/22,,0,80,85,75,76,,251,,
USC00081306,"CAPE FLORIDA, FL US",12/05/22,,0,75.5,84,67,70,,103,,
USC00081306,"CAPE FLORIDA, FL US",12/06/22,,0.07,77,84,70,76,,327,,
USC00081306,"CAPE FLORIDA, FL US",12/07/22,,0,80.5,85,76,77,,309,,
USC00081306,"CAPE FLORIDA, FL US",12/08/22,,0,78.5,82,75,76,,27,,
USC00081306,"CAPE FLORIDA, FL US",12/09/22,,0,76,84,68,72,,231,,
USC00081306,"CAPE FLORIDA, FL US",12/10/22,,0,76,84,68,73,,166,,
USC00081306,"CAPE FLORIDA, FL US",12/11/22,,0,74,84,64,69,,10,,
USC00081306,"CAPE FLORIDA, FL US",12/12/22,,0,73,83,63,68,,18,,
USC00081306,"CAPE FLORIDA, FL US",12/13/22,,0,72,82,62,64,,114,,
USC00081306,"CAPE FLORIDA, FL US",12/14/22,,0,72,81,63,77,,185,,
USC00081306,"CAPE FLORIDA, FL US",12/15/22,,0,80.5,84,77,79,,27,,
USC00081306,"CAPE FLORIDA, FL US",12/16/22,,0.02,80,86,74,74,,32,,
USC00081306,"CAPE FLORIDA, FL US",12/17/22,,0,76.5,81,72,72,,193,,
USC00081306,"CAPE FLORIDA, FL US",12/18/22,,0.09,76,81,71,74,,68,,
USC00081306,"CAPE FLORIDA, FL US",12/19/22,,0.01,72,79,65,73,,259,,
USC00081306,"CAPE FLORIDA, FL US",12/20/22,,0,77,81,73,76,,253,,
USC00081306,"CAPE FLORIDA, FL US",12/21/22,,0.31,75.5,82,69,74,,159,,
USC00081306,"CAPE FLORIDA, FL US",12/22/22,,0,75.5,83,68,70,,229,,
USC00081306,"CAPE FLORIDA, FL US",12/23/22,,0.02,77.5,85,70,76,,23,,
USC00081306,"CAPE FLORIDA, FL US",12/24/22,,0.03,65,82,48,48,,276,,
USC00081306,"CAPE FLORIDA, FL US",12/25/22,,0,52.5,58,47,47,,357,,
USC00081306,"CAPE FLORIDA, FL US",12/26/22,,0.01,47.5,52,43,52,,264,,
USC00081306,"CAPE FLORIDA, FL US",12/27/22,,0.36,55,60,50,57,,302,,
USC00081306,"CAPE FLORIDA, FL US",12/28/22,,0.09,76,81,71,74,,338,,
USC00081306,"CAPE FLORIDA, FL US",12/29/22,,0.01,72,79,65,73,,43,,
USC00081306,"CAPE FLORIDA, FL US",12/30/22,,0,77,81,73,76,,353,,
USC00081306,"CAPE FLORIDA, FL US",12/31/22,,0.31,75.5,82,69,74,,117,,
